"date","net_radiation"
"2032-05-31",53.273147583008
"2032-07-01",51.807952880859
"2032-08-01",44.059478759766
"2032-08-31",33.524017333984
"2032-10-01",19.688552856445
"2032-10-31",19.632644653321
"2032-12-01",21.511444091797
"2032-12-31",29.190948486328
"2033-01-29",43.610778808594
"2033-03-01",49.818359375
"2033-03-31",49.619369506837
"2033-05-01",51.0711212158199
"2033-05-31",54.890731811523
"2033-07-01",62.648193359375
"2033-08-01",44.335571289063
"2033-08-31",32.4367828369139
"2033-10-01",22.756484985351
"2033-10-31",16.430778503418
"2033-12-01",21.495872497559
"2033-12-31",36.848281860352
"2034-01-29",42.700683593751
"2034-03-01",55.500564575195
"2034-03-31",65.602188110352
"2034-05-01",58.166900634766
"2034-05-31",54.386337280273
"2034-07-01",48.588806152343
"2034-08-01",44.594436645508
"2034-08-31",35.6376953124999
"2034-10-01",24.864898681641
"2034-10-31",19.739273071289
"2034-12-01",27.735771179199
"2034-12-31",38.126235961915
"2035-01-29",53.277191162109
"2035-03-01",58.847198486328
"2035-03-31",65.057632446289
"2035-05-01",56.760955810546
"2035-05-31",51.361190795899
"2035-07-01",62.525558471679
"2035-08-01",43.3585662841801
"2035-08-31",29.639282226563
"2035-10-01",20.5380706787111
"2035-10-31",16.735404968262
"2035-12-01",21.65616607666
"2035-12-31",40.226119995118
"2036-01-29",48.800170898438
"2036-02-29",48.5163421630861
"2036-03-30",51.963790893555
"2036-04-30",55.4661865234371
"2036-05-30",57.599990844726
"2036-06-30",62.411727905274
"2036-07-31",47.55647277832
"2036-08-30",31.570846557618
"2036-09-30",25.447402954101
"2036-10-30",21.6021652221686
"2036-11-30",34.7438812255849
"2036-12-30",34.958541870117
"2037-01-28",48.060363769531
"2037-02-28",52.287353515625
"2037-03-30",54.83659362793
"2037-04-30",52.7028808593751
"2037-05-30",50.465301513672
"2037-06-30",48.8971099853511
"2037-07-31",43.6927185058589
"2037-08-30",29.119750976563
"2037-09-30",19.288803100586
"2037-10-30",15.488136291504
"2037-11-30",22.578605651856
"2037-12-30",32.695266723633
"2038-01-28",41.837600708008
"2038-02-28",54.250457763671
"2038-03-30",57.026748657227
"2038-04-30",53.621902465821
"2038-05-30",51.205993652344
"2038-06-30",50.912582397462
"2038-07-31",36.872238159181
"2038-08-30",29.1196441650389
"2038-09-30",24.290298461915
"2038-10-30",15.385925292968
"2038-11-30",19.472549438476
"2038-12-30",31.4514923095699
"2039-01-28",43.727172851562
"2039-02-28",55.97299194336
"2039-03-30",59.606796264648
"2039-04-30",64.476577758789
"2039-05-30",57.308364868165
"2039-06-30",52.1308135986339
"2039-07-31",42.376281738281
"2039-08-30",26.371002197265
"2039-09-30",24.6570434570319
"2039-10-30",20.558753967285
"2039-11-30",24.924446105957
"2039-12-30",41.232849121093
"2040-01-28",49.074584960937
"2040-02-28",49.906555175782
"2040-03-29",52.079666137695
"2040-04-29",55.762542724608
"2040-05-29",55.988708496094
"2040-06-29",48.0137481689451
"2040-07-30",40.409255981446
"2040-08-29",28.972839355469
"2040-09-29",18.116256713868
"2040-10-29",14.355369567872
"2040-11-29",20.813415527344
"2040-12-29",39.396041870117
"2041-01-27",48.470916748046
"2041-02-27",52.431533813478
"2041-03-29",60.0931854248051
"2041-04-29",56.562789916993
"2041-05-29",53.1661834716799
"2041-06-29",48.502166748047
"2041-07-30",41.90576171875
"2041-08-29",27.077102661133
"2041-09-29",25.412368774414
"2041-10-29",18.116333007812
"2041-11-29",23.262390136719
"2041-12-29",36.166229248046
"2042-01-27",46.677749633789
"2042-02-27",51.208038330078
"2042-03-29",60.013793945312
"2042-04-29",67.32113647461
"2042-05-29",54.586074829102
"2042-06-29",49.409225463867
"2042-07-30",44.894104003907
"2042-08-29",35.702667236328
"2042-09-29",23.824432373047
"2042-10-29",18.841171264649
"2042-11-29",23.744606018067
"2042-12-29",33.976943969728
"2043-01-27",49.819763183594
"2043-02-27",47.1502380371101
"2043-03-29",58.1139068603511
"2043-04-29",54.796356201172
"2043-05-29",57.1974182128909
"2043-06-29",52.854415893555
"2043-07-30",41.191314697265
"2043-08-29",33.395919799804
"2043-09-29",26.78367614746
"2043-10-29",20.1337203979499
"2043-11-29",23.295616149902
"2043-12-29",37.911239624024
"2044-01-27",47.619033813476
"2044-02-27",54.492263793945
"2044-03-28",54.634780883789
"2044-04-28",59.2129211425781
"2044-05-28",54.706924438477
"2044-06-28",53.905349731445
"2044-07-29",42.7358703613281
"2044-08-28",26.158569335938
"2044-09-28",20.673133850097
"2044-10-28",16.906211853027
"2044-11-28",25.0874328613271
"2044-12-28",38.606735229492
"2045-01-26",58.088165283204
"2045-02-26",51.823303222656
"2045-03-28",64.053588867187
"2045-04-28",54.4642028808591
"2045-05-28",54.821975708007
"2045-06-28",51.8275756835939
"2045-07-29",40.79965209961
"2045-08-28",30.264831542968
"2045-09-28",22.689041137695
"2045-10-28",16.883796691895
"2045-11-28",23.735054016113
"2045-12-28",34.526489257813
"2046-01-26",44.996429443359
"2046-02-26",53.497909545898
"2046-03-28",68.904235839844
"2046-04-28",51.615844726563
"2046-05-28",50.4704437255849
"2046-06-28",48.835632324219
"2046-07-29",40.362411499024
"2046-08-28",29.270599365234
"2046-09-28",23.790710449219
"2046-10-28",16.897064208984
"2046-11-28",27.5402374267585
"2046-12-28",36.9019317626971
"2047-01-26",47.1099700927739
"2047-02-26",48.543167114257
"2047-03-28",59.119842529297
"2047-04-28",77.220092773438
"2047-05-28",55.430679321289
"2047-06-28",55.4015197753901
"2047-07-29",42.39958190918
"2047-08-28",37.907669067382
"2047-09-28",26.026962280273
"2047-10-28",17.414710998534
"2047-11-28",22.602127075196
"2047-12-28",35.6358337402339
"2048-01-26",43.8650970459
"2048-02-26",50.162124633789
"2048-03-27",56.775711059569
"2048-04-27",52.8049621582039
"2048-05-27",58.879898071289
"2048-06-27",68.373260498047
"2048-07-28",47.146286010742
"2048-08-27",36.017456054688
"2048-09-27",25.46875
"2048-10-27",17.437850952149
"2048-11-27",25.5748748779296
"2048-12-27",42.452987670898
"2049-01-25",51.663665771485
"2049-02-25",50.22787475586
"2049-03-27",60.232177734375
"2049-04-27",55.306900024414
"2049-05-27",51.922744750977
"2049-06-27",60.217727661133
"2049-07-28",41.679992675782
"2049-08-27",26.209976196289
"2049-09-27",19.964820861817
"2049-10-27",18.601112365723
"2049-11-27",23.694732666016
"2049-12-27",39.308059692383
"2050-01-25",43.159561157227
"2050-02-25",51.56608581543
"2050-03-27",50.638000488282
"2050-04-27",57.042694091797
"2050-05-27",56.681777954102
"2050-06-27",57.004486083985
"2050-07-28",46.709335327148
"2050-08-27",33.335815429688
"2050-09-27",22.06544494629
"2050-10-27",18.154922485351
"2050-11-27",25.361656188966
"2050-12-27",36.784927368164
"2051-01-25",51.3726806640629
"2051-02-25",54.5744781494141
"2051-03-27",54.986953735353
"2051-04-27",53.8379516601561
"2051-05-27",49.730834960937
"2051-06-27",55.849884033203
"2051-07-28",48.0179901123049
"2051-08-27",37.033264160156
"2051-09-27",21.864875793457
"2051-10-27",16.986633300781
"2051-11-27",22.297714233399
"2051-12-27",34.940704345704
"2052-01-25",47.92010498047
"2052-02-25",53.573333740234
"2052-03-26",51.137710571289
"2052-04-26",56.950607299804
"2052-05-26",50.0625305175789
"2052-06-26",55.1825561523431
"2052-07-27",47.294158935546
"2052-08-26",34.0586090087889
"2052-09-26",19.220993041992
"2052-10-26",16.956184387207
"2052-11-26",23.4813079833989
"2052-12-26",37.526199340819
"2053-01-24",47.111663818359
"2053-02-24",50.901962280274
"2053-03-26",59.185745239258
"2053-04-26",55.7391967773439
"2053-05-26",61.201156616211
"2053-06-26",55.777770996094
"2053-07-27",47.612960815429
"2053-08-26",28.277801513672
"2053-09-26",20.143775939942
"2053-10-26",16.6427688598642
"2053-11-26",22.3536758422856
"2053-12-26",35.006942749023
"2054-01-24",51.524154663086
"2054-02-24",53.792922973632
"2054-03-26",53.911010742188
"2054-04-26",57.900421142578
"2054-05-26",55.975845336914
"2054-06-26",50.882904052735
"2054-07-27",42.919265747071
"2054-08-26",33.5619354248051
"2054-09-26",24.087028503417
"2054-10-26",15.4356079101568
"2054-11-26",20.895919799804
"2054-12-26",41.415435791016
"2055-01-24",49.300491333007
"2055-02-24",48.962432861328
"2055-03-26",54.8603515625
"2055-04-26",58.663040161134
"2055-05-26",48.947555541992
"2055-06-26",54.2874145507811
"2055-07-27",43.0260925292971
"2055-08-26",32.4487304687489
"2055-09-26",18.480255126953
"2055-10-26",15.9371566772461
"2055-11-26",27.323234558105
"2055-12-26",32.151962280274
"2056-01-24",43.013458251954
"2056-02-24",49.815780639649
"2056-03-25",60.57194519043
"2056-04-25",56.936141967773
"2056-05-25",54.2667541503901
"2056-06-25",54.3921813964841
"2056-07-26",47.894409179688
"2056-08-25",29.943710327149
"2056-09-25",24.6913909912109
"2056-10-25",17.63809967041
"2056-11-25",22.260276794434
"2056-12-25",36.796615600585
"2057-01-23",49.8546600341799
"2057-02-23",47.614135742188
"2057-03-25",52.981842041015
"2057-04-25",49.49105834961
"2057-05-25",54.379943847657
"2057-06-25",57.695053100586
"2057-07-26",46.111068725586
"2057-08-25",30.857559204101
"2057-09-25",21.952926635742
"2057-10-25",20.2425460815432
"2057-11-25",22.930885314942
"2057-12-25",32.7008361816411
"2058-01-23",41.751388549804
"2058-02-23",49.713180541992
"2058-03-25",54.277877807617
"2058-04-25",57.251174926758
"2058-05-25",51.9204101562501
"2058-06-25",54.498611450195
"2058-07-26",47.076736450195
"2058-08-25",34.27653503418
"2058-09-25",25.580833435058
"2058-10-25",20.949577331543
"2058-11-25",24.38752746582
"2058-12-25",35.801742553711
"2059-01-23",47.033203125
"2059-02-23",56.004745483398
"2059-03-25",55.1383666992181
"2059-04-25",58.040054321289
"2059-05-25",54.020309448242
"2059-06-25",63.6763305664069
"2059-07-26",42.6739044189451
"2059-08-25",28.901565551758
"2059-09-25",21.819290161133
"2059-10-25",17.0951461792
"2059-11-25",24.767395019532
"2059-12-25",38.894348144531
"2060-01-23",49.857376098633
"2060-02-23",53.763381958008
"2060-03-24",57.16374206543
"2060-04-24",66.571975708008
"2060-05-24",48.841018676757
"2060-06-24",58.1095123291019
"2060-07-25",40.906433105469
"2060-08-24",29.732208251952
"2060-09-24",27.48373413086
"2060-10-24",20.1807632446291
"2060-11-24",24.1696166992179
"2060-12-24",35.520355224609
"2061-01-22",44.3790130615231
"2061-02-22",55.357589721679
"2061-03-24",56.6925659179681
"2061-04-24",52.630477905273
"2061-05-24",54.683029174805
"2061-06-24",54.276123046875
"2061-07-25",44.9449310302731
"2061-08-24",33.798995971679
"2061-09-24",19.465423583985
"2061-10-24",16.938522338867
"2061-11-24",23.170967102051
"2061-12-24",38.278579711914
"2062-01-22",46.255508422852
"2062-02-22",53.324569702149
"2062-03-24",57.002197265624
"2062-04-24",52.608154296874
"2062-05-24",54.475296020508
"2062-06-24",52.029479980469
"2062-07-25",43.639083862305
"2062-08-24",28.3784332275389
"2062-09-24",23.5488739013661
"2062-10-24",17.0826644897456
"2062-11-24",19.5661468505861
"2062-12-24",30.526824951172
"2063-01-22",46.009567260742
"2063-02-22",52.496627807617
"2063-03-24",58.132186889648
"2063-04-24",55.219177246093
"2063-05-24",51.8129119873049
"2063-06-24",62.026687622069
"2063-07-25",49.820526123047
"2063-08-24",34.576614379883
"2063-09-24",24.835601806642
"2063-10-24",19.8438568115232
"2063-11-24",21.767501831054
"2063-12-24",28.579345703126
"2064-01-22",44.798980712891
"2064-02-22",54.117034912109
"2064-03-23",56.017425537109
"2064-04-23",53.366806030272
"2064-05-23",58.238510131836
"2064-06-23",55.6198883056641
"2064-07-24",49.5609588623051
"2064-08-23",33.315643310546
"2064-09-23",24.368362426758
"2064-10-23",18.664276123047
"2064-11-23",24.664123535156
"2064-12-23",35.002151489258
"2065-01-21",42.156311035156
"2065-02-21",54.098876953125
"2065-03-23",58.812469482422
"2065-04-23",51.806838989257
"2065-05-23",56.955535888671
"2065-06-23",57.244216918945
"2065-07-24",41.444747924805
"2065-08-23",26.257644653321
"2065-09-23",18.377914428711
"2065-10-23",14.998168945313
"2065-11-23",25.14542388916
"2065-12-23",34.8623046875
"2066-01-21",45.413619995118
"2066-02-21",55.543640136718
"2066-03-23",56.0988616943351
"2066-04-23",55.42578125
"2066-05-23",52.708602905273
"2066-06-23",57.222244262696
"2066-07-24",49.667053222655
"2066-08-23",36.255065917968
"2066-09-23",25.0592193603511
"2066-10-23",18.051078796387
"2066-11-23",21.8824539184569
"2066-12-23",35.847717285156
"2067-01-21",51.03581237793
"2067-02-21",53.4850158691411
"2067-03-23",49.898834228516
"2067-04-23",50.278869628906
"2067-05-23",50.188262939453
"2067-06-23",55.57780456543
"2067-07-24",43.4554748535161
"2067-08-23",32.463897705078
"2067-09-23",17.172584533692
"2067-10-23",18.601654052734
"2067-11-23",23.5342407226559
"2067-12-23",37.053573608398
"2068-01-21",48.641540527343
"2068-02-21",54.939849853515
"2068-03-22",57.791030883789
"2068-04-22",67.966201782226
"2068-05-22",53.8894653320311
"2068-06-22",52.526489257813
"2068-07-23",43.478576660156
"2068-08-22",34.884262084961
"2068-09-22",24.470802307128
"2068-10-22",18.809196472168
"2068-11-22",26.10115814209
"2068-12-22",36.689895629884
"2069-01-20",49.014709472657
"2069-02-20",58.797576904297
"2069-03-22",57.222015380859
"2069-04-22",58.948959350585
"2069-05-22",53.343658447265
"2069-06-22",52.834487915039
"2069-07-23",42.064758300781
"2069-08-22",31.692947387695
"2069-09-22",21.048828125
"2069-10-22",17.036430358887
"2069-11-22",21.701919555663
"2069-12-22",32.76025390625
"2070-01-20",49.7333526611319
"2070-02-20",52.497985839844
"2070-03-22",59.9893493652339
"2070-04-22",56.324111938477
"2070-05-22",53.718566894532
"2070-06-22",50.593017578125
"2070-07-23",46.2360687255861
"2070-08-22",33.907546997071
"2070-09-22",24.816238403321
"2070-10-22",22.6400985717762
"2070-11-22",22.46403503418
"2070-12-22",37.836883544922
"2071-01-20",48.781845092775
"2071-02-20",55.715911865234
"2071-03-22",57.655212402345
"2071-04-22",55.508316040039
"2071-05-22",56.4846343994139
"2071-06-22",56.424377441407
"2071-07-23",44.378173828125
"2071-08-22",33.123077392578
"2071-09-22",18.561576843262
"2071-10-22",18.112632751465
"2071-11-22",26.459938049316
"2071-12-22",37.1978607177741
"2072-01-20",50.321441650391
"2072-02-20",56.274917602539
"2072-03-21",53.5056915283201
"2072-04-21",58.108001708985
"2072-05-21",49.587982177735
"2072-06-21",50.559341430664
"2072-07-22",44.714141845703
"2072-08-21",33.7902984619139
"2072-09-21",18.615867614747
"2072-10-21",19.264793395996
"2072-11-21",26.669143676758
"2072-12-21",36.246582031249
"2073-01-19",46.848922729492
"2073-02-19",57.665252685547
"2073-03-21",61.691070556641
"2073-04-21",63.612655639648
"2073-05-21",78.477584838868
"2073-06-21",59.15675354004
"2073-07-22",48.4551696777351
"2073-08-21",37.027862548829
"2073-09-21",23.535888671874
"2073-10-21",18.643028259277
"2073-11-21",24.368576049804
"2073-12-21",37.014663696289
"2074-01-19",51.013305664062
"2074-02-19",49.523284912109
"2074-03-21",57.056594848633
"2074-04-21",51.492736816406
"2074-05-21",49.526153564452
"2074-06-21",47.826721191407
"2074-07-22",44.216033935547
"2074-08-21",28.3086090087879
"2074-09-21",23.48567199707
"2074-10-21",19.8041839599606
"2074-11-21",29.10757446289
"2074-12-21",38.977706909179
"2075-01-19",52.305206298828
"2075-02-19",57.267852783202
"2075-03-21",61.648468017579
"2075-04-21",56.000762939453
"2075-05-21",52.2665710449211
"2075-06-21",59.953277587891
"2075-07-22",46.628677368164
"2075-08-21",35.68522644043
"2075-09-21",24.296096801759
"2075-10-21",13.765518188476
"2075-11-21",27.926155090332
"2075-12-21",33.350662231445
"2076-01-19",44.184921264648
"2076-02-19",51.978561401367
"2076-03-20",52.742416381836
"2076-04-20",53.532012939453
"2076-05-20",55.8956604003911
"2076-06-20",51.908874511719
"2076-07-21",46.7300567626961
"2076-08-20",34.5153961181639
"2076-09-20",21.201507568359
"2076-10-20",15.77377319336
"2076-11-20",25.665298461914
"2076-12-20",34.460403442383
"2077-01-18",42.194717407227
"2077-02-18",60.5629272460939
"2077-03-20",58.503997802734
"2077-04-20",54.7879333496091
"2077-05-20",55.545776367188
"2077-06-20",60.2269439697261
"2077-07-21",43.7893218994139
"2077-08-20",29.159790039063
"2077-09-20",24.414825439452
"2077-10-20",18.428581237793
"2077-11-20",24.850158691407
"2077-12-20",32.013381958008
"2078-01-18",45.902008056641
"2078-02-18",53.287063598633
"2078-03-20",63.522750854492
"2078-04-20",54.50570678711
"2078-05-20",55.196487426758
"2078-06-20",49.999176025391
"2078-07-21",45.3933105468741
"2078-08-20",35.395233154297
"2078-09-20",24.377021789551
"2078-10-20",21.2166366577143
"2078-11-20",30.4227294921874
"2078-12-20",34.82633972168
"2079-01-18",50.669387817383
"2079-02-18",58.19953918457
"2079-03-20",54.238250732421
"2079-04-20",54.713562011718
"2079-05-20",52.818298339843
"2079-06-20",50.242965698242
"2079-07-21",45.163284301758
"2079-08-20",30.282714843751
"2079-09-20",24.99031829834
"2079-10-20",14.9809265136719
"2079-11-20",22.415588378907
"2079-12-20",32.162185668945
"2080-01-18",46.7671203613269
"2080-02-18",56.92008972168
"2080-03-19",51.298751831055
"2080-04-19",68.526657104493
"2080-05-19",56.734451293944
"2080-06-19",53.602127075196
"2080-07-20",46.5961608886719
"2080-08-19",33.245300292968
"2080-09-19",24.707702636719
"2080-10-19",20.6307144165045
"2080-11-19",30.305961608886
"2080-12-19",40.649459838867
"2081-01-17",48.116836547852
"2081-02-17",56.429046630859
"2081-03-19",59.349319458008
"2081-04-19",53.767196655274
"2081-05-19",53.8757171630861
"2081-06-19",54.5984649658209
"2081-07-20",42.902145385742
"2081-08-19",30.872314453125
"2081-09-19",23.991310119628
"2081-10-19",18.720520019531
"2081-11-19",19.801696777343
"2081-12-19",37.445678710937
"2082-01-17",42.76301574707
"2082-02-17",50.095199584961
"2082-03-19",53.243667602539
"2082-04-19",68.470626831054
"2082-05-19",54.817764282227
"2082-06-19",54.225173950196
"2082-07-20",43.763870239258
"2082-08-19",37.509185791016
"2082-09-19",21.087692260742
"2082-10-19",16.116600036621
"2082-11-19",22.432518005371
"2082-12-19",39.107772827148
"2083-01-17",50.7133026123051
"2083-02-17",54.8433837890621
"2083-03-19",58.954452514648
"2083-04-19",55.93276977539
"2083-05-19",52.625
"2083-06-19",57.986312866211
"2083-07-20",46.9638366699209
"2083-08-19",36.614486694336
"2083-09-19",26.336959838867
"2083-10-19",17.826316833496
"2083-11-19",25.234252929688
"2083-12-19",35.293884277344
"2084-01-17",44.739288330078
"2084-02-17",57.447982788086
"2084-03-18",63.010620117188
"2084-04-18",65.141967773438
"2084-05-18",55.040405273438
"2084-06-18",61.9551086425779
"2084-07-19",43.180221557617
"2084-08-18",33.596878051758
"2084-09-18",21.79207611084
"2084-10-18",16.4950256347646
"2084-11-18",24.871894836426
"2084-12-18",38.407531738281
"2085-01-16",48.815383911133
"2085-02-16",56.072860717773
"2085-03-18",57.174407958985
"2085-04-18",64.312591552735
"2085-05-18",54.916244506835
"2085-06-18",53.511215209962
"2085-07-19",46.1952362060549
"2085-08-18",36.8211212158201
"2085-09-18",28.27091217041
"2085-10-18",24.2023849487303
"2085-11-18",33.163696289062
"2085-12-18",35.959075927735
"2086-01-16",53.98062133789
"2086-02-16",59.207397460937
"2086-03-18",63.210861206055
"2086-04-18",66.807113647462
"2086-05-18",52.003219604493
"2086-06-18",51.6750183105461
"2086-07-19",42.503555297851
"2086-08-18",32.163894653321
"2086-09-18",24.793426513671
"2086-10-18",22.6570053100583
"2086-11-18",25.955307006837
"2086-12-18",35.231430053712
"2087-01-16",52.518692016601
"2087-02-16",55.858520507812
"2087-03-18",56.4156951904299
"2087-04-18",61.698547363281
"2087-05-18",56.44253540039
"2087-06-18",54.987380981446
"2087-07-19",45.1598358154301
"2087-08-18",38.011932373047
"2087-09-18",26.942993164063
"2087-10-18",25.1018218994139
"2087-11-18",26.7907028198239
"2087-12-18",37.1219482421881
"2088-01-16",47.125350952148
"2088-02-16",48.623367309571
"2088-03-17",54.227508544922
"2088-04-17",58.3801116943349
"2088-05-17",56.950775146484
"2088-06-17",53.779815673828
"2088-07-18",47.01544189453
"2088-08-17",31.856430053711
"2088-09-17",22.1726684570309
"2088-10-17",19.971046447754
"2088-11-17",25.794837951661
"2088-12-17",44.381408691406
"2089-01-15",48.240661621094
"2089-02-15",54.3156585693361
"2089-03-17",55.850128173828
"2089-04-17",61.8438262939451
"2089-05-17",51.738433837891
"2089-06-17",56.2674102783201
"2089-07-18",48.540130615234
"2089-08-17",35.696914672851
"2089-09-17",24.528388977052
"2089-10-17",17.090217590331
"2089-11-17",23.61026763916
"2089-12-17",37.009918212891
"2090-01-15",46.508377075196
"2090-02-15",52.766815185547
"2090-03-17",55.077896118164
"2090-04-17",61.5610351562491
"2090-05-17",59.8012237548821
"2090-06-17",52.647186279297
"2090-07-18",45.806991577148
"2090-08-17",30.2493286132811
"2090-09-17",24.900527954101
"2090-10-17",22.169258117676
"2090-11-17",22.823120117188
"2090-12-17",39.099166870116
"2091-01-15",44.84635925293
"2091-02-15",53.192184448242
"2091-03-17",58.858840942383
"2091-04-17",70.090194702148
"2091-05-17",52.580307006836
"2091-06-17",60.929962158204
